inputaddr,lng,lat,x,y,b,z,hc,lc,rc,bn
"강원도 영월군 주천면 주천로 75",128.26710437634162,37.27042605433413,1068012,1919333,,"26203","4275036000","4275036021","427503227019","4275036021112350002010567"
"강원도 영월군 한반도면 신천길 20-4",128.32756783962716,37.237262698930486,1073405,1915699,,"26212","4275035500","4275035523","427504481155","4275035523102810000015369"
"강원도 영월군 중동면 태백산로 1198",128.68070751509373,37.14566423961101,1104856,1905869,,"26243","4275031000","4275031021","427503013014","4275031021107760005026538"
"강원도 영월군 김삿갓면 영월동로 1676 ",128.57053061053432,37.12897153818292,1095092,1903901,,"26245","4275032500","4275032524","427503227016","4275032524104130000027780"
"강원도 정선군 남면 칠현로 45",128.73915362772456,37.26673236182345,1109871,1919367,,"26145","4277032000","4277032021","427703229026","4277032021103220004007793"
"강원도 정선군 신동읍 의림로 321",128.64514780098906,37.22020461610491,1101598,1914100,,"26138","4277025900","4277025921","427703013045","4277025921106160008000992"
"강원도 정선군 화암면 그림바위길 68 화암파출소",128.78860241866,37.33789664277048,1114148,1927321,,"26116","4277036000","4277036021","427704487044","4277036021103580001041856"
"강원도 정선군 임계면 서동로 4559",128.8505259607763,37.49496274657033,1119384,1944824,,"26110","4277035000","4277035025","427703219074","4277035025107630001021774"
"강원도 정선군 사북읍 사북중앙로 49 정선경찰서 사북파출소",128.81996947724355,37.22793035397555,1117097,1915159,,"26150","4277025600","4277025622","427703229020","4277025622103440010007010"
"강원도 정선군 고한읍 고한2길 5 ",128.8498322406555,37.20409571379034,1119784,1912552,,"26155","4277025300","4277025321","427704487019","4277025321100910066010583"
"강원도 정선군 여량면 서동로 2921 정선경찰서 여량파출소",128.72398825255888,37.47197020476547,1108231,1942120,,"26106","4277037000","4277037021","427703219074","4277037021101150003038261"
"강원도 정선군 정선읍 봉양7길 36",128.66558894716283,37.380021366950146,1103193,1931853,,"26130","4277025000","4277025021","427704487147","4277025021103480006009363"
"강원도 홍천군 홍천읍 진리로 31",127.88890977583833,37.6933447306025,1034287,1966048,,"25133","4272025000","4272025021","427203225048","4272025021100430001036946"
"강원도 홍천군 내면 창촌로 65",128.3900894080915,37.77445700116731,1078387,1975349,,"25171","4272039000","4272039021","427203225049","4272039021115750002006687"
"강원도 홍천군 서석면 구룡령로 2517 ",128.1847848331033,37.713241833441295,1060356,1968405,,"25166","4272034000","4272034021","427203013017","4272034021104860002027048"
"강원도 홍천군 서면 팔봉산로 555",127.66224829879526,37.683373848319604,1014306,1964883,,"25101","4272037000","4272037032","427203225051","4272037032104510003015882"
"강원도 홍천군 남면 양덕원로 86",127.76846993090791,37.61707551836778,1023693,1957549,,"25108","4272036000","4272036021","427203225034","4272036021101940009020955"
"강원도 홍천군 화촌면 성산로 149",127.96742802047848,37.77160096534362,1041166,1974762,,"25157","4272031000","4272031023","427203225024","4272031023104600005033907"
"강원도 홍천군 두촌면 자은로 353 ",128.01951062819546,37.86870613873512,1045693,1985560,,"25160","4272032000","4272032024","427203225043","4272032024108150007036909"
"강원도 홍천군 내촌면 내촌길 29",128.08743691104874,37.81630957248819,1051704,1979782,,"25161","4272033000","4272033024","427204475112","4272033024104440027038168"
"강원도 평창군 평창읍 평창중앙로 5",128.39500235981637,37.36631676278386,1079251,1930071,,"25376","4276025000","4276025023","427603228029","4276025023100500012025234"
"강원도 평창군 봉평면 평온길 2 ",128.37895734626764,37.60208376080703,1077586,1956215,,"25310","4276034000","4276034022","427604484380","4276034022105460000000001"
"강원도 평창군 대화면 대화중앙로 112",128.45603315992545,37.49899470524615,1084506,1944844,,"25359","4276033000","4276033021","427603228008","4276033021109900001006008"
"강원도 평창군 진부면 청송로 103",128.55793349130425,37.637054938711074,1093341,1960258,,"25325","4276036000","4276036021","427603228026","4276036021101430001018713"
"강원도 평창군 대관령면 대관령로 대관령로 95",,,,,,,,,,
"강원도 횡성군 횡성읍 횡성로 389 ",127.98512184395014,37.48791427740354,1042887,1943296,,"25234","4273025000","4273025022","427303219067","4273025022101190003017592"
"강원도 횡성군 둔내면 둔내로 33",128.21435002040224,37.5129167685457,1063131,1946199,,"25265","4273033000","4273033022","427303226016","4273033022100840005031897"
"강원도 횡성군 우천면 수남로 390",128.06732738763844,37.457100204982915,1050175,1939918,,"25248","4273031000","4273031031","427303226039","4273031031105450000025708"
"강원도 횡성군 안흥면 안흥로 41",128.15745457701934,37.413196575995954,1058180,1935099,,"25271","4273032000","4273032021","427303226041","4273032021102830001034772"
"강원도 횡성군 청일면 청정로 825",128.14903258324983,37.58273331453039,1057305,1953903,,"25254","4273035000","4273035024","427303226103","4273035024110430001031133"
"강원도 횡성군 서원면 서원로  143",127.84897137966618,37.48700678742949,1030851,1943142,,"25201","4273037000","4273037021","427303226033","4273037021105880001015800"
"강원도 고성군 간성읍 간성로 104",128.46462205383176,38.38110372707447,1084252,2042726,,"24730","4282025000","4282025025","428203234001","4282025025101800000000626"
"강원도 고성군 토성면 토성로 165",128.55700324027774,38.258968876634334,1092476,2029262,,"24764","4282033000","4282033021","428203234035","4282033021101400000014279"
"강원도 고성군 죽왕면 심층수길 15",128.5263659501737,38.32594850837743,1089713,2036664,,"24747","4282032000","4282032021","428204502202","4282032021100640003010016"
"강원도 고성군 거진읍 거진길 67",128.45716493179987,38.44939448872585,1083522,2050297,,"24711","4282025300","4282025321","428204502026","4282025321101600002017463"
"강원도 인제군 인제읍 인제로 178번길 52-6",128.17292750480712,38.064228014360275,1059030,2007340,,"24634","4281025000","4281025021","428104499168","4281025021004270003008446"
"강원도 인제군 남면 신남로 49 남면파출소",128.07905372897324,37.96751631058819,1050862,1996554,,"24648","4281031000","4281031021","428103233016","4281031021003680001004288"
"강원도 인제군 기린면 기린로 32",128.3185453167833,37.95457535842449,1071911,1995276,,"24659","4281033000","4281033021","428103233003","4281033021003930001002886"
"강원도 인제군 북면 원통로 278 북면파출소",128.2137149335066,38.12633648419119,1062555,2014258,,"24615","4281032000","4281032021","428103233019","4281032021016850010012011"
"강원도 인제군 서화면 천도로81번길 28",128.20754948907114,38.221518412518606,1061934,2024815,,"24603","4281034000","4281034021","428104499203","4281034021105900005000001"
"강원도 철원군 동송읍 금학로 169-8  동송지구대",127.21994258564604,38.20413807251429,975480,2022687,,"24020","4278025900","4278025921","427803230005","4278025921107100004023302"
"강원도 철원군 갈말읍 명성로174번길 51",127.31345625396622,38.14835554429641,983655,2016477,,"24039","4278025600","4278025621","427804490118","4278025621105630062034925"
"강원도 철원군 서면 와수로 232 김화파출소",127.44352471206136,38.24260866282676,995058,2026920,,"24058","4278031000","4278031022","427803230024","4278031022108950004000001"
"강원도 화천군 간동면 파로호로 1144 간동파출소",127.8128262074391,38.0544991005194,1027445,2006093,,"24137","4279031000","4279031024","427903231017","4279031024100020053000001"
"강원도 화천군 상서면 다파로 1625 상서파출소",127.65558755260395,38.15700771629194,1013631,2017432,,"24106","4279033000","4279033025","427903231004","4279033025001470004001128"
"강원도 화천군 화천읍 중앙로6길 40 하리파출소",127.7050078002814,38.102765604680286,1017974,2011422,,"24128","4279025000","4279025022","427904493109","4279025022000530044009266"
"강원도 화천군 하남면 원천새싹길 8 하남파출소",127.66727984699243,38.058770967929426,1014675,2006534,,"24145","4279032000","4279032021","427904493094","4279032021104450003000001"
"강원도 화천군 사내면 포화로 1156 사내파출소",127.52257341308645,38.070000609944856,1001980,2007767,,"24157","4279034000","4279034021","427903000135","4279034021003850005013402"
"강원도 양구군 양구읍 택지길 74-45 ",127.98619885741076,38.105255218521016,1042626,2011790,,"24530","4280025000","4280025021","428004496116","4280025021005370006009372"
"강원도 양구군 국토정중앙면 삼팔선로 10-3",128.0339765210875,38.108058028103684,1046813,2012124,,"24554","4280031000","4280031024","428003013055","4280031025004140012009681"
"강원도 양구군 동면 금강산로 1685",128.0437501587849,38.201590666498824,1047609,2022507,,"24507","4280032000","4280032025","428003232022","4280032025005840002010208"
"강원도 양구군 방산면 평화로 5192",127.95227051570282,38.20767462167307,1039596,2023139,,"24502","4280033000","4280033024","428003231026","4280033024003040003010397"
"강원도 양구군 해안면 펀치볼로 1313 ",128.13730343317053,38.285746481746365,1055736,2031897,,"24563","4280034000","4280034021","428003232018","4280034021001600004008296"
"충청북도 청주시 흥덕구  진재로 16 복대지구대",127.430102575985,36.632509749271,993751,1848294,,"28420","4311374100","4311311400","431133237081","4311311400130190000008441"
"충청북도 청주시 흥덕구  가로수로 1158 ",127.42534338269907,36.6265209084558,993325,1847630,,"28376","4311376000","4311311700","431133014012","4311311700100340001009518"
"충청북도 청주시 흥덕구 송절로 64번길 13",127.45640731439832,36.658160846499015,996104,1851138,,"28462","4311375600","4311311500","431134512279","4311311500122960006000001"
"충청북도 청주시 흥덕구 옥산면 청주역로 662 옥산파출소",127.37340494001623,36.666061738071946,988687,1852021,,"28113","4311332000","4311332025","431133237111","4371041025007640047008992"
"충청북도 청주시 흥덕구 오송읍 가로수로 197 ",127.32649659869494,36.610713846221586,984484,1845888,,"28168","4311325000","4311325028","431133014012","4371040028001430015017682"
"충청북도 청주시 흥덕구 강내면 가로수로 566 강내파출소",127.36281513536133,36.62407634983078,987734,1847365,,"28172","4311331000","4311331031","431133014012","4371039031001570001025966"
"충청북도 청주시 서원구 남이면 청남로 1205 남이파출소",127.43368837297012,36.55961617213017,994066,1840208,,"28182","4311231000","4311231022","431123236067","4371035022000690001036238"
"충청북도 청주시 서원구 현도면 청남로 358 현도파출소",127.42417145097585,36.486786105441254,993208,1832130,,"28215","4311232000","4311232026","431123236067","4371037026004990002039318"
"충청북도 청주시 흥덕구 월명로236번길 15",127.45464011597856,36.657006273110426,995946,1851010,,"28462","4311375600","4311311500","431134511767","4311311500123420000057604"
"충청북도 청주시 상당구  용암북로160번길 7 용암지구대",127.51495293529909,36.62259478922194,1001337,1847192,,"28762","4311172000","4311112400","431114508512","4311112400126630000041868"
"충청북도 청주시 서원구  분평로 37 분평지구대",127.48942187408984,36.608784257040206,999054,1845660,,"28796","4311256000","4311210600","431123237034","4311310800112540000029137"
"충청북도 청주시 상당구  상당로 94 성안지구대",127.49079395189575,36.636559595319994,999177,1848741,,"28515","4311154500","4311110700","431113236027","4311110700100890005047717"
"충청북도 청주시 상당구 미원면 미원시내2길 43 ",127.65495489142708,36.634457856420724,1013853,1848519,,"28199","4311132000","4311132021","431114520263","4371032021005360001059685"
"충청북도 청주시 상당구 남일면 단재로 657 ",127.51186972671636,36.57284112573894,1001062,1841673,,"28190","4311134000","4311134028","431113236065","4371034032005500001064913"
"충청북도 청주시 상당구 문의면 문의시내로 1 ",127.49756532182532,36.513639375860485,999782,1835106,,"28208","4311135000","4311135022","431113240030","4371036022002110010075221"
"충청북도 청주시 상당구  남일면 보청대로 4761",127.54140381643765,36.56140339705746,1003705,1840405,,"28190","4311134000","4311134026","431112014002","4371034030000420000065556"
"충청북도 청주시 상당구 목련로 266",127.53267388384687,36.609312133718326,1002922,1845719,,"28758","4311173000","4311112900","431113014001","4311112900100010041000001"
" 충청북도 청주시 청원구  중앙로 202 내덕지구대",127.48806170549365,36.655166246507484,998933,1850805,,"28479","4311452000","4311410200","431143236056","4311111400102160013035632"
" 충청북도 청주시 서원구  1순환로 690 사창지구대",127.46081786457705,36.63202798546671,996497,1848239,,"28643","4311253000","4311210200","431123236001","4311310200104940000005315"
" 충청북도 청주시 청원구  율량로3번길 41 율량지구대",127.48575368312433,36.67231241005252,998727,1852707,,"28323","4311455000","4311410600","431144844093","4311410600108860000000001"
" 충청북도 청주시 청원구 오창읍 양청리 753",127.4261986673251,36.714759558012275,993409,1857418,,"28120","4311425300","4311425345","431143240062","4371025345007530000004905"
" 충청북도 청주시 청원구 오창읍 2산단로 113 오창지구대",127.44924218465422,36.73253988090895,995468,1859389,,"28117","4311425300","4311425332","431143257076","4311425332105740000000001"
" 충청북도 청주시 청원구 내수읍 청암로 100-6 내수파출소",127.54025939265638,36.724601819526846,1003595,1858508,,"28145","4311425000","4311425041","431143240079","4311425041101490027000001"
" 충청북도 청주시 청원구 향군로 60 청주청원경찰서",127.48520930729919,36.65146077934247,998678,1850394,,"28488","4311451000","4311410100","431143236061","4311111300103540010073165"
"충청북도 충주시  연수서편2길 8",127.93042694648594,36.989625142800335,1038303,1887993,,"27347","4313063000","4313011800","431304515027","4313011800107080008019131"
"충청북도 충주시  중앙로 109 중앙지구대",127.9356196707409,36.972073219759054,1038774,1886048,,"27389","4313051500","4313010100","431303238091","4313010100101380000000001"
"충청북도 충주시 대소원면 대소원로 134",127.8196096746481,36.97489410819187,1028447,1886320,,"27472","4313033500","4313033521","431303238011","4313033021101530002000001"
"충청북도 충주시  중원대로 3394 호암지구대",127.923531085025,36.97005265860402,1037699,1885819,,"27410","4313057100","4313012700","431302246001","4313012700120490000030598"
"충청북도 충주시 엄정면 내창로 179",127.91420727702771,37.08615395621925,1036813,1898695,,"27313","4313042000","4313042021","431303000150","4313042021104720004000004"
"충청북도 충주시 앙성면 가곡로 1029",127.75329230151532,37.10819594101024,1022505,1901090,,"27303","4313037000","4313037021","431303197001","4313037021104790026051609"
"충청북도 충주시 금가면 강수로 351",127.92711985483696,37.04326336753055,1037982,1893942,,"27442","4313039000","4313039030","431303238001","4313039030101330011058447"
"충청북도 충주시 수안보면 온천중앙길 6",127.98999808331641,36.847795044178724,1043685,1872285,,"27497","4313032500","4313032521","431304515083","4313032521102950005037004"
"충청북도 충주시 중앙탑면 중앙탑길 251",127.85674899391937,37.0292892513319,1031730,1892366,,"27447","4313038500","4313038521","431304515294","4313038021101790008054847"
"충청북도 제천시  용두천로 318",128.2181363135999,37.15317376225989,1063769,1906291,,"27148","4315059000","4315011300","431503239051","4315011300106440001002631"
"충청북도 제천시  독순로 77",128.21171767367875,37.13879005439278,1063211,1904691,,"27173","4315052800","4315010700","431503239015","4315010700100880006034768"
"충청북도 제천시  청풍호로 79",128.2022587519847,37.12404541223443,1062383,1903049,,"27200","4315054700","4315011000","431503239070","4315011000121730000000001"
"충청북도 제천시 청풍면 청풍호로 2119",128.1676182834741,37.0005441581788,1059402,1889326,,"27214","4315032000","4315032041","431503239070","4315032041101330005014878"
"충청북도 제천시 덕산면 약초로 85",128.1656475615903,36.909753903202706,1059297,1879253,,"27223","4315034000","4315034021","431503239046","4315034021103630001017284"
"충청북도 제천시  용두대로 33",128.1989951012175,37.13393508463195,1062085,1904144,,"27187","4315056000","4315011100","431502239001","4315011100101940000028373"
"충청북도 제천시 봉양읍 북부로 1455",128.13099280943877,37.13114362010076,1056047,1903792,,"27115","4315025000","4315025022","431503238087","4315025022107990001010359"
"충청북도 음성군 음성읍 중앙로 181",127.69173328084923,36.940346544459516,1017073,1882457,,"27690","4377025000","4377025021","437703247062","4377025021102030013008071"
"충청북도 음성군 금왕읍 금석로 73",127.59745404762884,36.99188891774283,1008672,1888162,,"27636","4377025300","4377025321","437703247002","4377025321100800009215858"
"충청북도 음성군 대소면 오산로 43",127.48478891807414,36.967390583851326,998646,1885440,,"27668","4377034000","4377034021","437703247037","4377034021101880015176253"
"충청북도 음성군 감곡면 장감로 127",127.636372729453,37.118853601283924,1012115,1902251,,"27603","4377037000","4377037031","437703000128","4377037031104360003202110"
"충청북도 음성군 삼성면 덕정로 111",127.50397970211621,37.02118064567057,1000354,1891407,,"27649","4377035000","4377035021","437703247013","4377035021106000012171060"
"충청북도 음성군 맹동면 덕금로 408",127.5650226124929,36.92677240738694,1005791,1880936,,"27733","4377033000","4377033021","437703014045","4377033021100960004170135"
"충청북도 음성군 맹동면 장성로 115 ",127.54649377514352,36.904524162950906,1004142,1878467,,"27738","4377033000","4377033028","437703247070","4377033028115030000000001"
"충청북도 영동군 영동읍 계산로 63",127.78362851874023,36.17252936238557,1025507,1797307,,"29144","4374025000","4374025021","437403243002","4374025021106630031003580"
"충청북도 영동군 황간면 영동황간로 1661",127.90945283315592,36.22498742889463,1036798,1803166,,"29114","4374032000","4374032023","437403243040","4374032023100420047004288"
"충청북도 영동군 용화면 민주지산로 3027",127.91438662120359,36.14984353676357,1037277,1794833,,"29123","4374035000","4374035021","437403000180","4374035021103270001000585"
"충청북도 영동군 학산면 서산로 72 ",127.68392545088751,36.099137690187746,1016556,1789145,,"29166","4374038000","4374038021","437403243027","4374038021108400003003391"
"충청북도 영동군 양강면 학산영동로 835",127.7480985896206,36.14694964036433,1022319,1794461,,"29155","4374036000","4374036021","437403243054","4374036021106830003003920"
"충청북도 영동군 용산면 용산로 400",127.82688419269616,36.26623508749266,1029362,1807713,,"29110","4374031000","4374031021","437403243064","4374031021101560001000001"
"충청북도 괴산군 괴산읍 읍내로 246 괴산지구대",127.7927722836734,36.80538134886831,1026116,1867508,,"28033","4376025000","4376025021","437603246023","4376025021107060009202138"
"충청북도 증평군 증평읍 중앙로 232",127.58393369932409,36.78567232987481,1007489,1865285,,"27931","4374525000","4374525022","437453244026","4374525022100630000006251"
"충청북도 괴산군 칠성면 도정로 53",127.86298971180982,36.7877713880261,1032387,1865576,,"28019","4376034000","4376034021","437603246009","4376034021102380005004312"
"충청북도 괴산군 청안면 읍내리 청안읍내로 22",127.639173453502,36.771909079290346,1012420,1863764,,"28050","4376037000","4376037021","437603246031","4376037021105200003007267"
"충청북도 괴산군 청천면 괴산로 1357 ",127.73557005065503,36.660252711032236,1021053,1851395,,"28063","4376036000","4376036021","437603014014","4376036021101230004026136"
"충청북도 괴산군 불정면 목도로 24 ",127.8549177388142,36.872235871615274,1031632,1874943,,"28002","4376041000","4376041021","437603246012","4376041021102720007000613"
"충청북도 괴산군 연풍면 향교로 43 ",127.99792141739597,36.76537744527416,1044439,1863146,,"28013","4376033000","4376033022","437603246036","4376033022105790003014109"
"충청북도 단양군 단양읍 삼봉로 259",128.36783037650918,36.98017518978658,1077237,1887210,,"27012","4380025000","4380025026","438003248030","4380025026101990000007550"
"충청북도 단양군 영춘면 온달평강로 67",128.48361136092015,37.07937298597638,1087428,1898315,,"27018","4380033000","4380033021","438003248045","4380033021104110000018334"
"충청북도 단양군 대강면 대강로 68",128.35290395955053,36.92227683463969,1075966,1880775,,"27027","4380031000","4380031021","438003248010","4380031021101530001000250"
"충청북도 단양군 가곡면 남한강로 530 ",128.3845262769443,37.02670907853577,1078675,1892386,,"27021","4380032000","4380032021","438003248058","4380032021104320005004745"
"충청북도 단양군 매포읍 평동로 114",128.3007634429938,37.0325952120668,1071219,1892973,,"27005","4380025300","4380025327","438003248059","4380025327112560000011119"
"충청북도 보은군 보은읍 뱃들4길 11-6 ",127.72397435523801,36.48874561148605,1020061,1832368,,"28936","4372025000","4372025031","437204523150","4372025031101030002001278"
"충청북도 보은군 속리산면 법주사로 276 ",127.82363100822677,36.53193380393129,1028971,1837184,,"28908","4372031500","4372031527","437203241010","4372031527102750001001937"
"충청북도 보은군 내북면 남부로 6277 ",127.66425521544569,36.578831759939014,1014695,1842350,,"28900","4372039000","4372039024","437203240090","4372039024100350010106562"
"충청북도 보은군 회인면 회인로 88",127.59683968705828,36.495560721978784,1008673,1833105,,"28929","4372038500","4372038521","437203241038","4372038521100020009000001"
"충청북도 보은군 삼승면 원남로 56-1 ",127.73130984980638,36.39863318398051,1020742,1822374,,"28925","4372035000","4372035021","437203241025","4372035021101430013118176"
"충청북도 보은군 마로면 관기송현로 54",127.8150113562087,36.43645915851959,1028234,1826591,,"28963","4372033000","4372033021","437203241003","4372033021106030096124240"
"충청북도 옥천군 옥천읍 지용로 21 중앙지구대",127.57818786961887,36.31228368996162,1007019,1812774,,"29030","4373025000","4373025022","437303242033","4373025022105060000000001"
"충청북도 옥천군 청산면 지전길 48",127.79183383898317,36.345851003554735,1026187,1816534,,"29013","4373035000","4373035021","437304526389","4373035021100750001007335"
"충청북도 옥천군 청성면 산계길 97",127.76046928136898,36.33103003200062,1023377,1814882,,"29017","4373034000","4373034021","437304526166","4373034021111180000011089"
"충청북도 옥천군 이원면 신흥1길 18",127.61938032983707,36.245652024415534,1010726,1805387,,"29061","4373036000","4373036023","437304526232","4373036023100460004029579"
"충청북도 옥천군 군북면 옥천로 1114 ",127.53401673111317,36.330596784659576,1003053,1814803,,"29000","4373038000","4373038021","437303000091","4373038021103460048017647"
"충청북도 옥천군 안내면 안내보은로 114",127.6693023919461,36.39691607973686,1015182,1822172,,"29007","4373033000","4373033022","437303014028","4373033022103440002000001"
"충청북도 옥천군 동이면 평산길 34",127.6170557330824,36.28400642447189,1010512,1809641,,"29024","4373031000","4373031021","437304526418","4373031021109160001023443"
"충청북도 진천군 진천읍 남산3길 10 ",127.43952665776003,36.85329684141733,994609,1872785,,"27840","4375025000","4375025021","437504535058","4375025021102350004022458"
"충청북도 진천군 덕산읍 덕금로 803 ",127.50671323816961,36.91266421137256,1000598,1879369,,"27851","4375025300","4375025330","437503014045","4375031030105950001004602"
"충청북도 진천군 이월면 진광로 803 ",127.42896534325594,36.93210556911954,993674,1881528,,"27814","4375035000","4375035025","437503245021","4375035025104250001017938"
"충청북도 진천군 광혜원면 중리3길 18",127.44326196619298,36.9898240103399,994951,1887930,,"27805","4375037000","4375037027","437504535351","4375037027104310003009846"
"충청북도 진천군 초평면 초동로 9",127.52344215183795,36.84561139361178,1002090,1871931,,"27858","4375032000","4375032024","437503014049","4375032024105920005030074"
"\"\"",,,,,,,,,,
"충청남도 천안시 서북구 쌍용12길 3",127.11921298487204,36.80347341374761,966032,1867324,,"31166","4413355000","4413310700","441334550449","4413310700119250000056205"
"충청남도 천안시 서북구  오성9길 40",127.13198467334543,36.833216901472184,967184,1870619,,"31090","4413359000","4413310400","441334550520","4413310400107070000047055"
"충청남도 천안시 서북구  천안천4길 48 ",127.14484137393531,36.81031371310155,968321,1868074,,"31145","4413351000","4413310100","441334550608","4413310100101060017000001"
"충청남도 천안시 서북구 불당23로 66",127.10797463487984,36.81780626496457,965036,1868918,,"31156","4413356500","4413310800","441333351002","4413310800115190000000001"
"충청남도 서북구 직산읍 삼은2길 27",,,,,,,,,,
"충청남도 천안시 서북구 성거읍 성거길 80",127.20114897172654,36.87237204883921,973365,1874941,,"31044","4413325300","4413325322","441334550330","4413325322104300003035609"
"충청남도 천안시 서북구 성환읍 성환11길 5",127.12853989642275,36.91703264020126,966913,1879918,,"31016","4413325000","4413325021","441334550375","4413325021104490077010693"
"충청남도 천안시 서북구 입장면 망향로 1088",127.22694408690583,36.90707709937223,975675,1878784,,"31057","4413331000","4413331029","441333250051","4413331029100430014019863"
"충청남도 천안시 동남구 목천읍 서리1길 50",127.23573642635316,36.78563377240843,976421,1865310,,"31231","4413125000","4413125021","441314547344","4413125021101050002036531"
"충청남도 천안시 동남구 수신면 수신로 433",127.28121452966208,36.73117768824237,980465,1859259,,"31251","4413135000","4413135021","441313015004","4413135021101270005064227"
"충청남도 천안시 병천면 충절로 1729",,,,,,,,,,
"충청남도 천안시 광덕면 신흥리4길 46 ",,,,,,,,,,
"충청남도 천안시 동남구 통정4로 38",127.13346018991813,36.77541936472219,967291,1864207,,"31204","4413157000","4413111600","441313249062","4413111600115490000000001"
"충청남도 천안시 동남구 옛시청길 21",127.14954272320885,36.807001246248575,968739,1867705,,"31129","4413152000","4413110300","441314547520","4413110300101650002016816"
"충청남도 천안시 동남구 중앙로 217",127.15253237257171,36.81771944410957,969010,1868893,,"31122","4413159000","4413111800","441313249040","4413111800103700006010130"
"충청남도 천안시 동남구 충무로 437-1",,,,,,,,,,
"충청남도 천안시 동남구 충절로 161",127.15917212293361,36.80459526891446,969597,1867435,,"31187","4413154000","4413110700","441313249055","4413110700105100012022051"
"충청남도 천안시 동남구 차돌로 44",127.13553833985519,36.80038745436108,967487,1866976,,"31154","4413156000","4413111400","441313249041","4413111400103740008026441"
"충청남도 천안시 동남구 청수 14로 103",127.15703410255867,36.7862892922281,969399,1865405,,"31198","4413158000","4413111100","441313249046","4413111100104800000000001"
"충청남도 서산시 대산읍 충의로 1932",126.43462861434561,36.937192206642976,905128,1882620,,"31909","4421025000","4421025021","442103251049","4421025021101250001005944"
"충청남도 서산시  호수공원11로 31",126.44774688638796,36.77417884787396,906097,1864523,,"31989","4421051000","4421010900","442103254195","4421010900100680000000001"
"충청남도 서산시  홍천로 20",126.48131567276334,36.789615167883966,909111,1866203,,"32002","4421052500","4421010500","442103254210","4421010500102480002000001"
"충청남도 서산시 해미면 남문2로 183",126.55067540361887,36.70907692713689,915211,1857205,,"31961","4421039000","4421039025","442103254016","4421039025103710001066076"
"충청남도 서산시 성연면 성연로 202",126.46102222206174,36.83745875743536,907358,1871530,,"31930","4421036000","4421036025","442103254085","4421036025102990012015834"
"충청남도 서산시 부석면 취평2길 36",126.39311248731588,36.715486466287196,901146,1858067,,"32019","4421032000","4421032026","442104562697","4421032026103640002063146"
"충청남도 서산시 팔봉면 팔봉1로 409",126.34900842603342,36.81293605114762,897337,1868924,,"31924","4421033000","4421033028","442103254159","4421033028112850003020260"
"충청남도 아산시  삼동로16번길 7-11",127.01142770829722,36.782318729176346,956405,1865021,,"31521","4420059000","4420011300","442004559271","4420011300105770015000001"
"충청남도 아산시  시민로258번길 3-1",126.9951261393397,36.77307372711846,954945,1864003,,"31569","4420061000","4420011200","442004559394","4420011200107030000044628"
"충청남도 아산시  시민로 370-12",127.00110080773271,36.78140144423653,955483,1864924,,"31513","4420058000","4420010100","442003253047","4420010100102230001038910"
"충청남도 아산시 신창면 서북부로 610",,,,,,,,,,
"충청남도 아산시 탕정로23번길 7",127.04715720492295,36.799191332989956,959602,1866877,,"31452","4420033000","4420033021","442004559769","4420033021104870000006143"
"충청남도 아산시 인주면 공세길 54 공세리 282-2",126.91359079272493,36.880766299642204,947742,1875991,,"31427","4420038000","4420038021","442004559048","4420038021102820002059611"
"충청남도 아산시 도고면 아산만로198번길 10",126.86898134636728,36.76116716891818,943679,1862749,,"31550","4420040000","4420040021","442004559508","4420040021101540001014431"
"충청남도 아산시 음봉면 음봉면로 19",127.01248379711959,36.84908531692732,956537,1872427,,"31443","4420035000","4420035021","442003253077","4420035021102030003077509"
"충청남도 아산시 둔포면 둔포면로 37",127.03790696177867,36.930011001981626,958847,1881393,,"31403","4420036000","4420036021","442003253017","4420036021104610006068108"
"충청남도 아산시 영인면 아산리길 23 ",126.95398797072237,36.855483758822174,951326,1873165,,"31432","4420037000","4420037021","442004559492","4420037021104320021092879"
"충청남도 아산시 배방읍 모산로 151",127.05925398281056,36.775401969581175,960669,1864233,,"31482","4420025300","4420025324","442003253020","4420025324100920009007626"
"충청남도 아산시 배방읍 용연로 92",127.09059327161565,36.788783579999816,963472,1865705,,"31466","4420025300","4420025331","442003253072","4420025331115200000000001"
"충청남도 계룡시 엄사면 계백로 3120",127.24280038782987,36.28201107215174,976902,1809444,,"32823","4425031500","4425031521","442503000095","4425031521102110008001484"
"충청남도 논산시  해월로 157 ",127.08430066393505,36.20476204856123,962631,1800925,,"32951","4423051000","4423010200","442303255038","4423010200101050003043144"
"충청남도 논산시 강경읍 대흥로 1-2",127.01487565796648,36.154175841444726,956362,1795343,,"32939","4423025000","4423025029","442303255043","4423025029100320088052462"
"충청남도 논산시 연무읍 안심로61번길 4",127.09851456955188,36.12680737352708,963873,1792273,,"33007","4423025300","4423025331","442304565593","4423025331100760043058214"
"충청남도 논산시 상월면 백일헌로 1035 ",127.14151486801735,36.29430886928587,967811,1810837,,"32904","4423034000","4423034021","442303255015","4423034021100240001022606"
"충청남도 논산시 양촌면 황산벌로 428",127.23894193331485,36.13634667414243,976512,1793288,,"33022","4423039000","4423039021","442303255041","4423039021102450004086973"
"충청남도 논산시 연산면 선비로275번길 28",127.20028397662759,36.21271785052954,973060,1801769,,"32913","4423036000","4423036026","442304565462","4423036026101270015005853"
"충청남도 공주시  한적2길 25",127.13992996280365,36.47643138439511,967744,1831039,,"32576","4415057000","4415012000","441504554250","4415012000102740004000001"
