inputaddr,lng,lat,x,y,b,z,hc,lc,rc,bn
"경상남도 통영시 광도면 죽림3로 25",128.41634487917273,34.883078521057435,1083738,1654645,,"53020","4822034000","4822034024","482203333029","4822034024115690008022662"
"경상남도 통영시  무전대로 40",128.4249916755193,34.85982073932533,1084552,1652073,,"53044","4822070000","4822011100","482202333001","4822011100110290001044238"
"경상남도 통영시  운하2길 17",128.41190014338403,34.83234480424044,1083383,1649015,,"53070","4822066500","4822011500","482204799344","4822011500100210001037040"
"경상남도 통영시  중앙로 170",128.42427592599563,34.84668804932483,1084500,1650616,,"53049","4822055000","4822010700","482203333033","4822010700103860001000001"
"경상남도 통영시 산양읍 산양중앙로 1",128.38823039068848,34.801383086380156,1081249,1645562,,"53084","4822025000","4822025026","482203333015","4822025026113810002043382"
"경상남도 통영시 욕지면 천왕로 29",128.26452100741074,34.63609236611326,1070072,1627139,,"53100","4822035000","4822035021","482203333035","4822035021107870023052282"
"경상남도 통영시 한산면 한산일주로 840-1",128.50797745737881,34.76723051962553,1092241,1641878,,"53092","4822036000","4822036024","482203333046","4822036024100280007053007"
"경상남도 통영시 사량면 진촌2길 17",128.22507688456628,34.84451291880787,1066290,1650225,,"53103","4822037000","4822037021","482204799431","4822037021100540002044984"
"경상남도 사천시  중앙로 89(동금동)",128.07664261349825,34.93418315852208,1052662,1660081,,"52558","4824053000","4824010400","482403334059","4824010400101410037001388"
"경상남도 사천시 사천읍 평화2길 31(평화리)",128.08787937383028,35.083094527213305,1053591,1676601,,"52518","4824025000","4824025023","482404802700","4824025023100510000059665"
"경상남도 사천시  진삼로 635(송지리)",128.0615242952662,35.01331793076249,1051232,1668849,,"52539","4824033000","4824033021","482403334046","4824033021102290001063445"
"경상남도 사천시  진삼로 122(송포동)",128.06460062818672,34.96812696474119,1051541,1663839,,"52547","4824059500","4824012600","482403334046","4824012600102560001007590"
"경상남도 사천시  진삼로 1101(죽천리)",128.07437884224765,35.05222126052711,1052380,1673170,,"52536","4824032000","4824032021","482403334046","4824032021100180002051728"
"경상남도 사천시 곤양면 성내공원길 8(성내리)",127.96030171799592,35.057586078951736,1041974,1673711,,"52504","4824035000","4824035021","482404802380","4824035021101930000031477"
"경상남도 사천시 서포면 서포로 284-16(구평리)",127.97607210599058,35.00858840464294,1043438,1668284,,"52543","4824037000","4824037027","482403334031","4824037027108870006029760"
"경상남도 사천시 곤명면 곤명1로 105(봉계리)",127.9395910547627,35.111612954311354,1040059,1679694,,"52500","4824036000","4824036024","482403334005","4824036024102890000035739"
"경상남도 밀양시 상남면 밀양대로 1881",128.74395088269003,35.4911850107587,1112833,1722412,,"50425","4827052000","4827010200","482702336001","4827010200110720000011010"
"경상남도 밀양시  중앙로 60",128.77099418166935,35.47375473334578,1115311,1720510,,"50445","4827054000","4827010800","482703336074","4827010800104700027050542"
"경상남도 밀양시 하남읍 수산중앙로 41-1",128.70986589885158,35.3749530620976,1109899,1709482,,"50459","4827025300","4827025321","482703336043","4827025321104500008026553"
"경상남도 밀양시 삼랑진읍 천태로 70",128.8425945416063,35.399661468615754,1121919,1712378,,"50467","4827025000","4827025021","482703336076","4827025021101560062009801"
"경상남도 밀양시 상남면 밀양대로 1495",128.7580448775601,35.465343235976846,1114148,1719562,,"50451","4827036000","4827036022","482702336001","4827036022111350008011278"
"경상남도 밀양시 무안면 사명로 543",128.65289741708656,35.47311051896381,1104597,1720307,,"50408","4827038000","4827038021","482703336071","4827038021109170002008955"
"경상남도 밀양시 부북면 부북로 41",128.7286700424758,35.51208743911592,1111418,1724713,,"50402","4827031000","4827031021","482703336026","4827031021103040007083809"
"경상남도 밀양시 산외면 산외로 429",128.8152379275893,35.50232995648082,1119283,1723732,,"50411","4827033000","4827033021","482703336033","4827033021102180004061107"
"경상남도 밀양시 산내면 산내로 323-1",128.8800545919729,35.584596055307976,1125034,1732937,,"50414","4827034000","4827034021","482703336029","4827034021113000005000001"
"경상남도 밀양시 단장면 표충로 356",128.87549670283948,35.514866092286496,1124729,1725197,,"50417","4827035000","4827035021","482703336067","4827035021104150001012261"
"경상남도 거창군 거창읍 중앙로1길 20-5",127.91422653572744,35.68769334487293,1037480,1743574,,"50133","4888025000","4888025023","488804841544","4888025023108470004011306"
"경상남도 거창군 위천면 장터길 22-5",127.83360741602452,35.74975962003222,1030162,1750430,,"50103","4888035000","4888035021","488804841514","4888035021105140004044487"
"경상남도 거창군 거창읍 가조가야로 1079 ",128.01297472551556,35.71011524657076,1046402,1746103,,"50118","4888040000","4888040028","488803019081","4888040028103740001058589"
"경상남도 거창군 웅양면 웅양로 1432",127.91870780818753,35.80485301067798,1037830,1756570,,"50113","4888032000","4888032027","488803347009","4888032027102550003046070"
"경상남도 거창군 남상면 수남로 1845",127.9089684885605,35.64488355628738,1037024,1738824,,"50148","4888037000","4888037021","488803346035","4888037021105580013031971"
"경상남도 거창군 신원면 과정리 187-7",127.92541578239818,35.56768179727606,1038550,1730268,,"50153","4888039000","4888039026","488803019076","4888039026101870007023417"
"경상남도 거창군 고제면 입석2길 14번지",127.87192042544855,35.8137976209891,1033599,1757545,,"50111","4888033000","4888033024","488804841505","4888033024107530004002278"
"경상남도 합천군 합천읍 충효로 106-5",128.16252735164974,35.569893869160154,1060035,1730632,,"50232","4889025000","4889025021","488903348032","4889025023105760005001975"
"경상남도 합천군 가야면 가야시장로 19",128.13860619162384,35.756299093908915,1057733,1751292,,"50201","4889033000","4889033031","488903348002","4889033031109760005056642"
"경상남도 합천군 대병면 신성동길 20",128.0143875175882,35.52179261475601,1046639,1725217,,"50216","4889045000","4889045023","488904844358","4889045023108860005008892"
"경상남도 합천군 삼가면 삼가1로 73",128.12083328511045,35.41487816567933,1056365,1713415,,"50222","4889043000","4889043027","488903348016","4889043027100710000038001"
"경상남도 합천군 야로면 가야산로 343",128.16826566039822,35.70519671419498,1060453,1745642,,"50206","4889034000","4889034026","488903348001","4889034026102800001057704"
"경상남도 합천군 봉산면 서부로 4337",128.04252836342172,35.62740525473435,1049126,1736944,,"50211","4889031000","4889031025","488903348046","4889031025103370008036038"
"경상남도 합천군 초계면 초계중앙로 43",128.26492500047516,35.55937865947747,1069323,1729533,,"50246","4889036000","4889036022","488903348030","4889036022100850004018540"
"경상남도 창녕군 영산면 영산계성로 96",128.52578889151113,35.45975072801446,1093080,1718698,,"50342","4874038000","4874038024","487403341024","4874038024106130002049286"
"경상남도 창녕군 창녕읍 종로 61",128.4991782208493,35.542779122821294,1090572,1727882,,"50325","4874025000","4874025021","487403341040","4874025021102710000002873"
"경상남도 창녕군 남지읍 선창길 9",128.48234115341788,35.388468078864506,1089216,1710752,,"50357","4874025300","4874025321","487404823381","4874025321106160007017283"
"경상남도 창녕군 부곡면 원앙로 188",128.5891841529097,35.43743011389795,1098860,1716284,,"50365","4874042000","4874042022","487403341036","4874042022102350001012595"
"경상남도 창녕군 대합면 창한로 121",128.47156072118935,35.61450291431005,1087990,1735812,,"50311","4874033000","4874033021","487403000061","4874033021102260001022272"
"경상남도 창녕군 유어면 우포1대로 563",128.40983799292636,35.50700643513346,1082510,1723836,,"50305","4874035000","4874035021","487402341004","4874035021104570006041876"
"경상남도 창녕군 이방면 뒷골길 3",128.38817869807832,35.577783329532785,1080475,1731668,,"50301","4874034000","4874034021","487404823211","4874034021108120000029996"
"경상남도 고성군 대가면 대가로 27",128.31843511263443,34.983967453864,1074699,1665756,,"52931","4882025000","4882025026","488203342011","4882025026101730006000001"
"경상남도 고성군 동해면 장기3길 136",128.4228959827752,35.041982268579375,1084174,1672273,,"52918","4882042000","4882042021","488204826514","4882042021104200001051932"
"경상남도 고성군 거류면 거류로 655",128.4044036323492,34.98955223877699,1082540,1666443,,"52925","4882043000","4882043021","488203342002","4882043021101730007059818"
"경상남도 고성군 회화면 배둔로19",128.36816693872314,35.05672329607607,1079168,1673863,,"52914","4882040000","4882040021","488203342019","4882040021108290004044853"
"경상남도 고성군 하이면 남일로 433",128.12247970168318,34.92858261002226,1056852,1659485,,"52961","4882033000","4882033021","488203019026","4882033021105390004024005"
"경상남도 고성군 상리면 척번정1길 98",128.18693567786153,34.99939057687147,1062685,1667376,,"52951","4882034000","4882034021","488204826550","4882034021104200002027256"
"경상남도 고성군 영오면 영산1길 11",128.2372763565403,35.10776041172201,1067190,1679427,,"52901","4882037000","4882037024","488204826403","4882037024102400003036321"
"경상남도 하동군 화개면 쌍계로 8",127.62497381674412,35.1874679490584,1011378,1688025,,"52303","4885031000","4885031023","488503344009","4885031023107470000048584"
"경상남도 하동군 악양면 악양서로 343",127.70877874107471,35.16112155454841,1019014,1685116,,"52305","4885032000","4885032031","488503344011","4885032031104170003048716"
"경상남도 하동군 횡천면 경서대로 1207",127.81737072820756,35.10955989017981,1028922,1679424,,"52319","4885034000","4885034024","488502332001","4885034024105800000051197"
"경상남도 하동군 금남면 제먼당길 99",127.86012138971707,34.94931056947471,1032882,1661666,,"52352","4885036000","4885036024","488504832402","4885036024107620002048093"
"경상남도 하동군 금성면 금성중앙길 2 ",127.79290251517537,34.96578580682045,1026739,1663473,,"52353","4885042000","4885042022","488504832066","4885042022113370058008268"
"경상남도 하동군 옥종면 은행나무길 78",127.87903935132084,35.18032976488431,1034512,1687292,,"52313","4885041000","4885041021","488504832375","4885041021102030002029679"
"경상남도 하동군 하동읍 중앙로 36",127.74886745028473,35.07084638686497,1022690,1675113,,"52325","4885025000","4885025021","488503344026","4885025021103880004048592"
"경상남도 하동군 진교면 민다리안길 114",127.90301228628846,35.026012963027036,1036764,1670187,,"52347","4885037000","4885037021","488504832168","4885037021102920000038798"
"경상남도 남해군 남해읍 화전로96번길 30 중앙지구대",127.89713678033979,34.839749514846424,1036310,1649529,,"52421","4884025000","4884025021","488404829414","4884025021102640004000001"
"경상남도 남해군 창선면 창선로 99 창선파출소",128.01248447093135,34.857858301363095,1046846,1651585,,"52453","4884039000","4884039031","488403343037","4884039031101220000033893"
"경상남도 남해군 고현면 탑동로 75-4 고현파출소",127.87206784227652,34.897919964021064,1033994,1655971,,"52404","4884037000","4884037027","488403343040","4884037027109110008021664"
"경상남도 남해군 미조면 미송로 52 미조파출소",128.04562422086218,34.712332108140714,1049963,1635463,,"52442","4884034000","4884034022","488403343016","4884034022101050014003141"
"경상남도 남해군 삼동면 동부대로1876번길 8 삼동파출소",128.0003784392455,34.83144219870142,1045754,1648650,,"52444","4884033000","4884033022","488404829193","4884033022102860000058329"
"경상남도 남해군 남면 남서대로 774 남면파출소",127.88732261863957,34.771255974292096,1035442,1641930,,"52437","4884035000","4884035021","488402343001","4884035021114850003024274"
